repo,category,issue_number,issue_url,title,source,type,suggested_labels,difficulty,summary,why_good_first_issue,affected_files,repro_tier,repro_steps,repro_result,fix_hint,notes
canonical/cos-configuration-k8s-operator,charm,153,https://github.com/canonical/cos-configuration-k8s-operator/issues/153,The default value for `git_branch` should be `main`,existing-open-issue,cleanup,Type: Cleanup; good first issue,easy,"The git_branch config option defaults to 'master' in charmcraft.yaml. Since most repositories now default to 'main', the issue proposes changing the charm's default to 'main' so the common case works without overriding git_branch.","Single-line, self-contained default change in charmcraft.yaml with an unambiguous target value. No code logic change; the value is consumed generically via self.config.get('git_branch') (charm.py:363). No unit test pins the default to 'master', so the suite stays green. Clear definition of done: default is 'main'.",charmcraft.yaml:122 (git_branch default),inspection,"multipass exec cos -- git clone --depth 80 https://github.com/canonical/cos-configuration-k8s-operator ~/work/cos-configuration-k8s-operator; grep -n 'git_branch' charmcraft.yaml; sed -n '119,123p' charmcraft.yaml; grep -rn 'git_branch' src/charm.py","confirmed-by-inspection: charmcraft.yaml line 122 sets `default: master` under the git_branch option (lines 119-122). It is consumed generically at src/charm.py:363 `branch = cast(str, self.config.get(""git_branch""))`. No unit test asserts the default equals 'master' (grep for 'master' in tests/unit returns nothing), and `tox -e unit` is green (unit: OK 8.5s, coverage 74%), so flipping the default to 'main' is safe.",Change charmcraft.yaml line 122 from `default: master` to `default: main`. Optionally note the change in README/release notes since it is a (minor) behavior change for users who relied on the implicit 'master' default.,"Issue is unlabelled but is a clean, classic good-first-issue. Verified it is NOT yet fixed (default still 'master' on the cloned tip)."
canonical/cos-configuration-k8s-operator,charm,146,https://github.com/canonical/cos-configuration-k8s-operator/issues/146,git-sync action calls git-sync twice,existing-open-issue,bug,Type: Bug; good first issue; Status: Help Wanted,medium,"The sync-now action handler _on_sync_now_action runs git-sync directly via self._exec_sync_repo(), then calls self._common_exit_hook() to update the stored hash. But _common_exit_hook also calls self._exec_sync_repo(), so a single action invocation runs git-sync twice (redundant network/clone work). The action's own path produces richer error output than the hook, which must be preserved when de-duplicating.","Bug is precisely localised and the fix is small (remove the redundant direct call, or refactor so the hook is the single git-sync entry point). The issue text already states the intended approach. Some care is needed to keep the action's better error reporting, making it a good 'Help Wanted'-grade first issue rather than trivial. Clear done: git-sync runs once per action with no loss of error detail.",src/charm.py:285 (direct _exec_sync_repo in action); src/charm.py:300 (_common_exit_hook call in action); src/charm.py:257 (_exec_sync_repo inside _common_exit_hook); src/charm.py:310 (_exec_sync_repo definition),unit,"multipass exec cos -- bash -lc 'cd ~/work/cos-configuration-k8s-operator && export PATH=$HOME/.local/bin:$PATH && tox -e unit'; then trace the double call: sed -n '273,301p' src/charm.py (action calls _exec_sync_repo at ~285 then _common_exit_hook at 300) and grep -n '_exec_sync_repo' src/charm.py (also called at 257 inside _common_exit_hook).","reproduced-by-inspection + green baseline: `tox -e unit` => unit: OK (8.5s), coverage 74%. Call trace confirms the double execution: src/charm.py:285 `stdout, stderr = self._exec_sync_repo()` (inside _on_sync_now_action), then src/charm.py:300 `self._common_exit_hook()`, and src/charm.py:257 shows _common_exit_hook itself calls `self._exec_sync_repo()`. So one sync-now action triggers git-sync twice. No existing unit test asserts call-count (all tests patch _exec_sync_repo to a no-op: e.g. test_reinitialize.py:88), so the redundancy is currently unguarded.","In _on_sync_now_action, stop calling _exec_sync_repo() directly and let _common_exit_hook() perform the single git-sync; OR capture stdout/stderr from a single run and pass through. Preserve the action's detailed error logging (the per-line event.log of SyncError.details/stderr). Add a unit test using a mock that counts _exec_sync_repo calls and asserts it is invoked exactly once per action.",Labelled Type: Enhancement but is functionally a bug fix; suggested adding Type: Bug + Status: Help Wanted. Related #12 (_common_exit_hook refactor challenge) and #141 (git-sync v3->v4 rewrite) are larger and were not picked (v4 explicitly 'need to rewrite the charm').
canonical/cos-configuration-rules-dashboards,extra,,,Repository advertises sample Prometheus/Loki alert rules and Grafana dashboards but contains none,self-identified,documentation,Type: Documentation; good first issue; Status: Help Wanted,easy,"The GitHub repo description and README both state the repo 'contains samples of Prometheus and Loki alert rules, and Grafana dashboards', but the entire repository (only branch: main, single 'Initial commit') tracks just two files: LICENSE and README.md. There are no .yaml/.yml alert rules and no .json Grafana dashboards anywhere in the tree or git history. The repository is effectively an empty stub that does not deliver the content it advertises.","Very approachable: the task is to add the promised sample files (a Prometheus rules YAML, a Loki rules YAML, a Grafana dashboard JSON) and/or update the README to reflect the actual contents and intended structure. No build system, no code, no toolchain needed; great first contribution for someone learning the COS rule/dashboard formats. Newly added YAML/JSON can be validated with simple parsers.","README.md (only describes intent, 2 lines); LICENSE; (no rules/ or dashboards/ directories exist)",inspection,"1) Clone repo (depth 80). 2) git ls-remote --heads origin -> only 'main'. 3) git log --oneline --all -> single commit 'e66d774 Initial commit'. 4) git ls-files -> exactly LICENSE and README.md. 5) git log --all --name-only --diff-filter=A | sort -u -> only LICENSE and README.md ever added (no rules/dashboards in history). 6) find . -type f -not -path './.git/*' -> ./LICENSE ./README.md. 7) gh api repos/canonical/cos-configuration-rules-dashboards --jq .description -> 'This repo contains samples of Prometheus and Loki alert rules, and Grafana dashboards'. Mismatch between advertised content and actual content confirmed.","Confirmed by inspection on VM: repository has a single branch (main) and a single 'Initial commit'; the only tracked files are LICENSE and README.md (git ls-files), and no other file has ever existed in history (git log --diff-filter=A). No Prometheus/Loki rule YAML or Grafana dashboard JSON is present despite the README and repo description promising them.","Either populate the repo with the advertised samples (e.g. rules/prometheus/*.yaml, rules/loki/*.yaml, dashboards/*.json) with a short index in the README, or, if samples will come later, update the README to describe the intended layout and current status. Adding even one validated example of each artifact type would satisfy the repo's stated purpose. Any added YAML/JSON can be validated with python3 -c 'import yaml,json; ...'.","Stack: rules (YAML) + dashboards (JSON) repo, but currently no content. 0 open issues, so self-identified. No Go/TF needed. Inspection tier (nothing to run). This is the central issue with the repo."
canonical/cos-configuration-rules-dashboards,extra,,,"README is a one-line stub with no usage, structure, or COS integration guidance",self-identified,documentation,Type: Documentation; good first issue,easy,"README.md is only a title plus a single sentence (123 bytes, 2 lines). It does not explain what the samples are for, how they map to the Canonical Observability Stack, how to consume them (e.g. with cos-configuration-k8s charm), the expected directory layout, or contribution guidance. For a samples repo whose value is documentation, this is a meaningful gap.",Single-file Markdown change with clear scope and no risk; ideal for a first-time contributor. Improves discoverability and usability of the repo immediately.,"README.md (entire file: '# cos-configuration-rules-dashboards' + 'This repo contains samples of Prometheus and Loki alert rules, and Grafana dashboards')",inspection,"1) cat README.md -> only a heading and one descriptive sentence. 2) wc -l -c README.md -> 2 lines, 123 bytes. 3) No sections for Usage, Structure, How the samples integrate with COS (e.g. via the cos-configuration-k8s charm), or Contributing. 4) No links to the COS docs or to the consuming charm.",Confirmed by inspection: README.md is 2 lines / 123 bytes containing only a title and a single sentence (verified via cat and wc). No usage/structure/integration/contribution content exists.,Expand README.md with: a short purpose paragraph; an explanation of how the rules/dashboards are intended to be consumed (e.g. by the cos-configuration-k8s charm / cos-configuration repo); the planned directory structure; and links to relevant Canonical Observability docs. Keep it concise but useful.,"Secondary self-identified issue, complements the 'repo is empty' finding. Inspection tier. If only one issue is wanted, prefer the first (missing content) row."
cos-coordinated-workers,extra,11,https://github.com/canonical/cos-coordinated-workers/issues/11,Reword error status message for misconfigured worker,existing-open-issue,cleanup,good first issue; Type: Cleanup,trivial,"Issue asks to reword the BlockedStatus shown when a worker has no roles. The proposed new wording is ALREADY implemented in src/coordinated_workers/worker.py:258 (committed 2026-01-14 via PR #126 'fix: error status for misconfigured worker'). Current message: ""Node offline: no role assigned. Please configure this worker to enable a role. For example: 'juju config {app} role-all=true'."" This matches the issue's suggested alternative almost verbatim; only the example differs (code uses role-all=true vs issue's role-<some valid role>=true). The issue is effectively obsolete and should be verified/closed (optionally tweak the example).","Labelled 'good first issue'; single-line string change at most. Great first task: a newcomer learns the codebase by confirming the reword already landed and either closing the issue or adjusting the example string. No logic, low risk.",src/coordinated_workers/worker.py:255-259,inspection,grep -rn 'no role assigned' src/ -> src/coordinated_workers/worker.py:258; git log -1 -S 'Node offline: no role assigned' -- src/coordinated_workers/worker.py -> 7482770 (2026-01-14) 'fix: error status for misconfigured worker (#126)'; grep across tests/ for the message -> no test asserts it.,"CONFIRMED already-implemented/obsolete. worker.py:258 reads exactly: BlockedStatus(f""Node offline: no role assigned. Please configure this worker to enable a role. For example: 'juju config {self._charm.app.name} role-all=true'."") -- i.e. the reworded text from the issue is live. Introduced by commit 7482770 (PR #126, 2026-01-14). No unit test references the string (grep returned nothing).","Either close the issue as already-resolved, or if the maintainers prefer the issue's exact example, change 'role-all=true' to 'role-<some valid role>=true' on worker.py:258. No tests reference the string, so no test updates required.","Unit env: `tox -e fetch-libs` then `tox -e unit` => 166 passed (90% coverage). The unit env builds cleanly only AFTER fetch-libs (otherwise ModuleNotFoundError: charms). This issue is a good candidate precisely because verifying-and-closing is ideal newcomer work, but flag to orchestrator that it may already be done."
cos-coordinated-workers,extra,,,Dead '.nginx' lazy-module entries in package __init__ after migration to charmlibs.nginx_k8s (raise ModuleNotFoundError at runtime),self-identified,bug,Type: Bug; good first issue; Type: Cleanup,easy,"PR #150 (commit 31265e9, 'feat!: migrate nginx module to charmlibs.nginx_k8s') deleted src/coordinated_workers/nginx.py, but src/coordinated_workers/__init__.py still maps four public names to that removed module via _LazyModule('.nginx'): NginxConfig (line 39), Nginx (line 40), NginxPrometheusExporter (line 41), NginxTracingConfig (line 44). They are also still advertised in __all__ (lines 10-15). Because _LazyModule imports on attribute access, `from coordinated_workers import NginxConfig` then using it raises ModuleNotFoundError: No module named 'coordinated_workers.nginx' at runtime. The README (line 8) also still links the deleted file: `[NginxConfig](src/coordinated_workers/nginx.py)` -> broken GitHub link.","Self-contained, no domain knowledge needed: remove the four dead lazy entries + corresponding __all__ names (or re-point them to the new charmlibs.nginx_k8s package if they should remain re-exported), and fix the README link/description. Clear reproduction, small diff, easy to test.","src/coordinated_workers/__init__.py:8-17,39,40,41,44; README.md:8",unit,1) ls src/coordinated_workers/nginx.py -> No such file. 2) git log --all -- src/coordinated_workers/nginx.py -> removed in 31265e9 (PR #150). 3) PYTHONPATH=src python -c 'import coordinated_workers as cw; cw.NginxConfig.anything' . 4) grep -n NginxConfig README.md -> stale relative link to src/coordinated_workers/nginx.py.,"REPRODUCED at runtime. Accessing each name raised: ""NginxConfig access FAILED: ModuleNotFoundError -> No module named 'coordinated_workers.nginx'"" and identically for Nginx, NginxPrometheusExporter, NginxTracingConfig. File src/coordinated_workers/nginx.py confirmed absent; removed by commit 31265e9 (PR #150 'feat!: migrate nginx module to charmlibs.nginx_k8s'). __init__.py lines 39/40/41/44 still reference _LazyModule('.nginx'); __all__ still lists these names. README.md:8 still links the deleted nginx.py.","In src/coordinated_workers/__init__.py remove (or re-point to charmlibs.nginx_k8s) the four _LazyModule('.nginx') assignments and the matching __all__ entries (Nginx, NginxConfig, NginxPrometheusExporter, NginxTracingConfig). In README.md:8 either drop the NginxConfig bullet or update it to reference the charmlibs.nginx_k8s package instead of the removed src/coordinated_workers/nginx.py. Add a tiny import test if desired.","Verified against current main (depth-80 clone). The _LazyModule pattern hides the breakage from a plain `import coordinated_workers`, so it only surfaces on attribute access -- good teaching example. Unit suite (166 tests) does not exercise these names. No outbound writes performed."
canonical/cos-lib,lib,29,https://github.com/canonical/cos-lib/issues/29,add helper for discovering and aliasing system architecture,existing-open-issue,cleanup,good first issue; Type: Cleanup,easy,"Multiple Canonical charms duplicate the same platform.processor()/platform.machine() architecture-detection-and-aliasing snippet (x86_64->amd64, aarch64->arm64). cos-lib itself already contains a partial copy of this logic inside CosTool._get_tool_path (src/cosl/cos_tool.py:184-186). The ask is to add a single shared helper (e.g. cosl.utils.get_host_architecture()) that returns a canonical alias, and have cos_tool.py use it, so charms can import one common implementation.","Self-contained, no architecture knowledge needed: write one small pure function plus a couple of mock-based unit tests. Labelled 'good first issue' by maintainers, unclaimed, no comments, no competing PR (the related PR #139 only patches cos_tool.py, not a helper). Clear 'done': helper exists, is unit-tested, and cos_tool.py calls it.",src/cosl/cos_tool.py; src/cosl/utils.py; tests/test_cos_tool.py,inspection,"multipass exec cos -- bash -lc 'cd ~/work/cos-lib && grep -n ""platform.machine"" src/cosl/cos_tool.py && sed -n ""183,187p"" src/cosl/cos_tool.py' ; also grep -rn ""def.*arch|architecture"" src  (returns nothing -> no helper exists).","confirmed-by-inspection: src/cosl/cos_tool.py:184-186 inlines arch detection (arch = platform.machine(); arch = 'amd64' if arch == 'x86_64' else arch) and 'grep -rn def.*arch|architecture src' finds NO shared helper, so the duplicated logic the issue describes is still present and unextracted.",Add get_host_architecture() to src/cosl/utils.py mapping x86_64->amd64 and aarch64/arm64/armv8b/armv8l->arm64 (mirror craft-parts get_host_architecture); replace the inline lines 184-185 in cos_tool.py with a call to it; add mock-based tests in tests/test_cos_tool.py (or a new tests/test_utils.py).,"Closely related to the self-identified aarch64 bug below and to open PR #139 ('Fix tool path for arm64'), which is only a partial fix and explicitly references this issue. Implementing the helper would also fix that bug. NOTE: other 'good first issue' labelled issues (#145 Nginx resolver, #100 interface.py tests, #119 S3ConnectionInfo) are now OBSOLETE in cos-lib because the whole coordinated_workers module (nginx.py, interface.py, S3ConnectionInfo) was moved out to canonical/cos-coordinated-workers in commit #146; coordinated_workers/__init__.py now just raises ImportError."
canonical/cos-lib,lib,,self-identified,CosTool fails to locate cos-tool binary on arm64 (aarch64 not aliased to arm64),self-identified,bug,Type: Bug; good first issue,easy,"CosTool._get_tool_path (src/cosl/cos_tool.py:184-186) aliases x86_64->amd64 but does NOT alias aarch64->arm64. On arm64 hosts platform.machine() returns 'aarch64', so the code looks for a file named 'cos-tool-aarch64'. The binary released/shipped is 'cos-tool-arm64', so the lookup fails, CosTool silently disables itself (path=None, _disabled=True), and juju topology label injection is skipped on arm64.","One-line fix (add aarch64->arm64 to the alias map) plus one mock-based unit test mirroring the existing tests. Fully reproducible without a deployment. Clear, narrow, low-risk. Good for a newcomer to land a real bug fix with a test.",src/cosl/cos_tool.py; tests/test_cos_tool.py,unit,"On VM cos: multipass exec cos -- git clone --depth 80 https://github.com/canonical/cos-lib ~/work/cos-lib; cd ~/work/cos-lib; with platform.machine mocked to 'aarch64', construct CosTool(default_query_type='promql') and inspect .path / ._disabled. Script: with unittest.mock.patch('platform.machine', lambda: 'aarch64'): tool = CosTool(...); assert tool.path is None. Run via: PYTHONPATH=src uv run --frozen --isolated --extra=dev python repro_arch.py. (Existing test tests/test_cos_tool.py only ever mocks x86_64 / teakettle, never aarch64.)","confirmed: with platform.machine mocked to 'aarch64', CosTool searches for 'cos-tool-aarch64', tool.path is None and tool._disabled is True (binary on disk is cos-tool-amd64; released arm64 binary is cos-tool-arm64). Matches the real-world log in open PR #139: 'Could not locate cos-tool at: ""cos-tool-aarch64""'. Baseline tox -e unit = 132 passed, 89% cov, env builds in ~18s.","In src/cosl/cos_tool.py change the alias logic to also map arm: e.g. arch = {'x86_64':'amd64','aarch64':'arm64'}.get(arch, arch) (or reuse the new get_host_architecture helper from issue #29). Add a test @unittest.mock.patch('platform.machine', lambda: 'aarch64') asserting the path ends with 'cos-tool-arm64'. Open PR #139 already implements this map for cos_tool.py and loki_logger.py but is stalled/unmerged.","Distinct from issue #29 (which is the broader 'add a shared helper' cleanup); this row is the concrete, reproducible bug. PR #139 is the existing (unmerged) attempt and notes it is only a partial fix because CosTool is still copy-pasted across several charm libs."
canonical/cos-lite-bundle,archived,,,Repository archived - not actionable,self-identified,archived,,n/a,Repository is archived (read-only) on GitHub. This Juju bundle for the Canonical Observability Stack Lite (COS Lite) is no longer maintained and has been superseded by the Terraform modules in canonical/observability-stack.,,,inspection,,repo archived; not actionable; see successor Terraform modules in canonical/observability-stack,contribute to successor: Terraform modules in canonical/observability-stack,latest frozen open issue: #135 'Bundle deploys EOL 1/stable track' https://github.com/canonical/cos-lite-bundle/issues/135
canonical/cos-proxy-operator,charm,,,"Ambiguous `requires-python = ""~=3.8""` in pyproject.toml triggers a uv warning on every tox run",self-identified,cleanup,"good first issue, Type: Cleanup",easy,"pyproject.toml declares `requires-python = ""~=3.8""`. The tilde specifier without a patch version is ambiguous and uv prints a warning on every invocation (lint, static, unit) advising it will be interpreted as `>=3.8, <4`. The charm supports ubuntu@20.04/22.04/24.04 (charmcraft.yaml:32-34), i.e. Python 3.8 through 3.12, so the intended constraint is `>=3.8,<4` and should be written explicitly to silence the warning.","One-line change in a single declarative file; no runtime/behavioural risk; clear done condition (warning disappears from tox output); reinforced by an in-repo pin comment that the project deliberately still supports Python 3.8 (pyproject.toml:24), so intent is unambiguous.",pyproject.toml:6,static,"On VM cos: git clone --depth 80 into ~/work; export PATH=$HOME/.local/bin:$PATH; run `tox -e lint` and `tox -e static`; observe the first warning line emitted by uv. Also `sed -n '1,30p' pyproject.toml` to read the declaration.","Reproduced on HEAD 8bfce19. Both `tox -e lint` and `tox -e static` (each OK overall) emit on their FIRST line: ""warning: The `requires-python` specifier (`~=3.8`) in `cos-proxy` uses the tilde specifier (`~=`) without a patch version. This will be interpreted as `>=3.8, <4`. Did you mean `~=3.8.0`..."". Confirmed source at pyproject.toml:6 `requires-python = ""~=3.8""`. Expected: no such warning.","Change pyproject.toml:6 from `requires-python = ""~=3.8""` to `requires-python = "">=3.8,<4""` (matches the documented intent of still supporting Python 3.8 while allowing 3.10/3.12). Re-run tox -e lint to confirm the warning is gone.","Self-identified during inspection. Note: also relates to issue #165 'Fix typing' which is now OBSOLETE (verified: `tox -e static` passes 0 errors/0 warnings on HEAD with pyright 1.1.398, the version that originally triggered the 8 errors; the referenced symbols remove_prometheus_jobs/set_alert_rule_data/static_configs no longer exist in src/charm.py after refactor #240). Do not pick #165."
